accession,feature_year,eligible_observation_count,eligible_ciks,eligible_names,accession_registrant_count,xbrl_expected,statement_entity_ciks,audit_scope_cik_groups,heading_only_statement_ciks,statement_evidence_by_cik,audit_opinion_phrase_count,normalized_name_collision_ciks,xbrl_context_files,xbrl_entity_ciks,xbrl_non_cik_identifiers,xbrl_entity_names,xbrl_entity_count,xbrl_context_count,xbrl_fact_reference_count,unresolved_multi_cik_audit_groups,scope_status,scope_reason,manual_evidence,manual_series_id,non_operating_issuer_ciks,statement_entity_count,joint_scope_structure
0001047469-17-000682,2016,2,0001089748;0001307954,HUNTSMAN CORP | HUNTSMAN INTERNATIONAL LLC,2,True,0001089748;0001307954,"[[""0001089748""], [""0001089748"", ""0001307954""], [""0001307954""]]",,"{""0001089748"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 6, ""name"": ""HUNTSMAN INTERNATIONAL LLC"", ""operations_heading_matches"": 7}, ""0001307954"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Huntsman CORP"", ""operations_heading_matches"": 6}}",6,,hun-20161231.xml,0001307954,,Huntsman CORP,1.0,1031.0,4467.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-17-000890,2016,2,0001035688;0001320414,SELECT MEDICAL CORP | SELECT MEDICAL HOLDINGS CORP,2,True,0001035688;0001320414,"[[""0001035688""], [""0001320414""]]",,"{""0001035688"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 4, ""name"": ""SELECT MEDICAL CORP"", ""operations_heading_matches"": 6}, ""0001320414"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 1, ""cash_flow_heading_matches"": 1, ""name"": ""SELECT MEDICAL HOLDINGS CORP"", ""operations_heading_matches"": 4}}",4,,sem-20161231.xml,0001320414,,SELECT MEDICAL HOLDINGS CORP,1.0,449.0,2414.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-17-001542,2016,2,0001465264;0001573097,"HD SUPPLY HOLDINGS, INC. | HD SUPPLY, INC.",2,True,0001465264;0001573097,"[[""0001465264""], [""0001573097""]]",,"{""0001465264"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 2, ""name"": ""HD SUPPLY, INC."", ""operations_heading_matches"": 7}, ""0001573097"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 2, ""name"": ""HD Supply Holdings, Inc."", ""operations_heading_matches"": 5}}",2,,hds-20170129.xml,0001573097,,"HD Supply Holdings, Inc.",1.0,341.0,1960.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-18-001552,2017,2,0001465264;0001573097,"HD SUPPLY HOLDINGS, INC. | HD SUPPLY, INC.",2,True,0001465264;0001573097,"[[""0001465264""], [""0001573097""]]",,"{""0001465264"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 4, ""name"": ""HD SUPPLY, INC."", ""operations_heading_matches"": 10}, ""0001573097"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 4, ""name"": ""HD Supply Holdings, Inc."", ""operations_heading_matches"": 8}}",4,,hds-20180128.xml,0001573097,,"HD Supply Holdings, Inc.",1.0,341.0,1969.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-19-001389,2018,2,0001465264;0001573097,"HD SUPPLY HOLDINGS, INC. | HD SUPPLY, INC.",2,True,0001465264;0001573097,"[[""0001465264""], [""0001573097""]]",,"{""0001465264"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 2, ""name"": ""HD SUPPLY, INC."", ""operations_heading_matches"": 6}, ""0001573097"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 1, ""name"": ""HD Supply Holdings, Inc."", ""operations_heading_matches"": 5}}",4,,hds-20190203.xml,0001573097,,"HD Supply Holdings, Inc.",1.0,361.0,1693.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001067701-13-000004,2012,2,0001047166;0001067701,UNITED RENTALS INC /DE | UNITED RENTALS NORTH AMERICA INC,2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS INC /DE"", ""operations_heading_matches"": 5}}",2,,uri-20121231.xml,0001067701,,United Rentals Inc /DE,1.0,488.0,2487.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-14-000004,2013,2,0001047166;0001067701,UNITED RENTALS INC /DE | UNITED RENTALS NORTH AMERICA INC,2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS INC /DE"", ""operations_heading_matches"": 6}}",2,,uri-20131231.xml,0001067701,,United Rentals Inc /DE,1.0,501.0,2527.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-15-000006,2014,2,0001047166;0001067701,UNITED RENTALS INC /DE | UNITED RENTALS NORTH AMERICA INC,2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS INC /DE"", ""operations_heading_matches"": 5}}",2,,uri-20141231.xml,0001067701,,United Rentals Inc /DE,1.0,510.0,2465.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-16-000039,2015,2,0001047166;0001067701,UNITED RENTALS INC /DE | UNITED RENTALS NORTH AMERICA INC,2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS INC /DE"", ""operations_heading_matches"": 6}}",2,,uri-20151231.xml,0001067701,,United Rentals Inc /DE,1.0,516.0,2363.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-17-000006,2016,2,0001047166;0001067701,UNITED RENTALS INC /DE | UNITED RENTALS NORTH AMERICA INC,2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS INC /DE"", ""operations_heading_matches"": 6}}",2,,uri-20161231.xml,0001067701,,United Rentals Inc /DE,1.0,438.0,2214.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-18-000006,2017,2,0001047166;0001067701,UNITED RENTALS INC /DE | UNITED RENTALS NORTH AMERICA INC,2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS INC /DE"", ""operations_heading_matches"": 5}}",2,,uri-20171231.xml,0001067701,,United Rentals Inc /DE,1.0,584.0,2355.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-19-000007,2018,2,0001047166;0001067701,UNITED RENTALS INC /DE | UNITED RENTALS NORTH AMERICA INC,2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS INC /DE"", ""operations_heading_matches"": 5}}",2,,uri-2018123110k.htm,0001067701,,United Rentals Inc /DE,1.0,691.0,2767.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-20-000008,2019,2,0001047166;0001067701,"UNITED RENTALS NORTH AMERICA INC | UNITED RENTALS, INC.",2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS, INC."", ""operations_heading_matches"": 5}}",2,,uri-2019123110k.htm,0001067701,,"United Rentals, Inc.",1.0,641.0,2660.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-21-000008,2020,2,0001047166;0001067701,"UNITED RENTALS NORTH AMERICA INC | UNITED RENTALS, INC.",2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS, INC."", ""operations_heading_matches"": 5}}",2,,uri-20201231.htm,0001067701,,"United Rentals, Inc.",1.0,447.0,1542.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-22-000008,2021,2,0001047166;0001067701,"UNITED RENTALS NORTH AMERICA INC | UNITED RENTALS, INC.",2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS, INC."", ""operations_heading_matches"": 5}}",2,,uri-20211231.htm,0001067701,,"United Rentals, Inc.",1.0,450.0,1601.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-23-000010,2022,2,0001047166;0001067701,"UNITED RENTALS NORTH AMERICA INC | UNITED RENTALS, INC.",2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS, INC."", ""operations_heading_matches"": 5}}",2,,uri-20221231.htm,0001067701,,"United Rentals, Inc.",1.0,443.0,1577.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-24-000007,2023,2,0001047166;0001067701,"UNITED RENTALS NORTH AMERICA INC | UNITED RENTALS, INC.",2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS, INC."", ""operations_heading_matches"": 5}}",2,,uri-20231231.htm,0001067701,,"United Rentals, Inc.",1.0,424.0,1553.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001067701-25-000008,2024,2,0001047166;0001067701,"UNITED RENTALS NORTH AMERICA INC | UNITED RENTALS, INC.",2,True,0001067701,"[[""0001067701""]]",,"{""0001047166"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED RENTALS NORTH AMERICA INC"", ""operations_heading_matches"": 0}, ""0001067701"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""UNITED RENTALS, INC."", ""operations_heading_matches"": 5}}",2,,uri-20241231.htm,0001067701,,"United Rentals, Inc.",1.0,483.0,1652.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001070750-24-000081,2023,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 6}, ""0001070750"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 6}}",4,,hst-20231231.htm,0001070750,,"HOST HOTELS & RESORTS, INC.;HOST HOTELS & RESORTS, L.P.",1.0,520.0,2582.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001070750-25-000071,2024,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 7}, ""0001070750"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 5}}",4,,hst-20241231.htm,0001070750,,"HOST HOTELS & RESORTS, INC.;HOST HOTELS & RESORTS, L.P.",1.0,546.0,2763.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001104659-11-035633,2011,2,0001489096;0001497822,"Thermon Group Holdings, Inc. | Thermon Holding Corp.",2,False,0001489096;0001497822,"[[""0001489096""], [""0001497822""]]",,"{""0001489096"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 1, ""name"": ""Thermon Group Holdings, Inc."", ""operations_heading_matches"": 2}, ""0001497822"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 5, ""name"": ""Thermon Holding Corp."", ""operations_heading_matches"": 6}}",8,,,,,,,,,[],resolved,manual_primary_statement_review,"Item 8 contains separate audited consolidated balance sheets, operations, equity and cash-flow statements for Thermon Group Holdings, Inc. and Thermon Holding Corp.",,,2,multiple_distinct_statement_scopes
0001104659-11-053149,2011,4,0000922358;0000922359;0000922360;0001012493,FERRELLGAS FINANCE CORP | FERRELLGAS L P | FERRELLGAS PARTNERS FINANCE CORP | FERRELLGAS PARTNERS L P,4,True,0000922358;0000922359;0000922360;0001012493,"[[""0000922358""], [""0000922358"", ""0001012493""], [""0000922359""], [""0000922359"", ""0000922360""]]",,"{""0000922358"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""FERRELLGAS PARTNERS L P"", ""operations_heading_matches"": 7}, ""0000922359"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""FERRELLGAS L P"", ""operations_heading_matches"": 8}, ""0000922360"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""FERRELLGAS FINANCE CORP"", ""operations_heading_matches"": 3}, ""0001012493"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""FERRELLGAS PARTNERS FINANCE CORP"", ""operations_heading_matches"": 3}}",8,,fgp-20110731.xml,0000922358,,FERRELLGAS FINANCE CORP;FERRELLGAS L P;FERRELLGAS PARTNERS FINANCE CORP;FERRELLGAS PARTNERS L P,1.0,584.0,2415.0,"[[""0000922359"", ""0000922360""]]",resolved,manual_four_distinct_audited_statement_scopes,"Item 8 presents a separate auditor opinion and full annual balance-sheet, operations/equity and cash-flow suite for Ferrellgas Partners, L.P., Ferrellgas, L.P., Ferrellgas Partners Finance Corp. and Ferrellgas Finance Corp. The two finance corporations are expressly described as nominal debt co-issuers with no substantive operations and are separately flagged for issuer-substance exclusion.",ferrellgas_four_separate_statement_scopes,0000922360;0001012493,4,multiple_distinct_statement_scopes
0001104659-12-012535,2011,1,0001508677,COLT DEFENSE LLC,2,True,0001508677,"[[""0001508677""]]",,"{""0001508677"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 0, ""name"": ""Colt Defense LLC"", ""operations_heading_matches"": 2}, ""0001512369"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""Colt Finance Corp."", ""operations_heading_matches"": 0}}",1,,coltdef-20111231.xml,0001508677,,Colt Defense LLC,1.0,35.0,322.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001104659-13-024368,2012,2,0001021113;0001427553,"GUITAR CENTER HOLDINGS, INC. | GUITAR CENTER, INC.",2,True,0001021113;0001427553,"[[""0001021113""], [""0001021113"", ""0001427553""], [""0001427553""]]",,"{""0001021113"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""GUITAR CENTER, INC."", ""operations_heading_matches"": 4}, ""0001427553"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""GUITAR CENTER HOLDINGS, INC."", ""operations_heading_matches"": 1}}",6,,gch-20121231.xml,0001427553,,"GUITAR CENTER HOLDINGS, INC.",1.0,368.0,1469.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001104659-13-024404,2012,1,0001508677,COLT DEFENSE LLC,2,True,0001508677,"[[""0001508677""]]",,"{""0001508677"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 0, ""name"": ""Colt Defense LLC"", ""operations_heading_matches"": 2}, ""0001512369"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""Colt Finance Corp."", ""operations_heading_matches"": 0}}",1,,coltdef-20121231.xml,0001508677,,Colt Defense LLC,1.0,274.0,1053.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001104659-14-009852,2013,2,0001441849;0001493144,CLOUD PEAK ENERGY INC. | CLOUD PEAK ENERGY RESOURCES LLC,2,True,0001441849;0001493144,"[[""0001441849""], [""0001493144""]]",,"{""0001441849"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 8, ""cash_flow_heading_matches"": 5, ""name"": ""CLOUD PEAK ENERGY INC."", ""operations_heading_matches"": 6}, ""0001493144"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 4, ""name"": ""Cloud Peak Energy Resources LLC"", ""operations_heading_matches"": 5}}",2,,cld-20131231.xml,0001441849,,CLOUD PEAK ENERGY INC.,1.0,307.0,2094.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
